quadkey,shapeName,shapeISO,shapeID,shapeGroup,shapeType,pop_count,Predicted Relative Wealth Index,Predicted Wealth Category (quintile),Predicted Wealth Category (split-quintile),geometry
31011221020010,Hatulia,None,TLS-ADM2-3_0_0-B38,TLS,ADM2,298.214064,-0.299071861963278,E,E,"POLYGON ((125.2001953125 -8.776510716052352, 125.2001953125 -8.754794702435605, 125.22216796875 -8.754794702435605, 125.22216796875 -8.776510716052352, 125.2001953125 -8.776510716052352))"
31011221020012,Atabae,None,TLS-ADM2-3_0_0-B18,TLS,ADM2,318.649576,-0.3624668854320974,E,E,"POLYGON ((125.2001953125 -8.79822545901634, 125.2001953125 -8.776510716052352, 125.22216796875 -8.776510716052352, 125.22216796875 -8.79822545901634, 125.2001953125 -8.79822545901634))"
31011221020030,Atabae,None,TLS-ADM2-3_0_0-B18,TLS,ADM2,629.224448,-0.026100025162932826,C,C,"POLYGON ((125.2001953125 -8.819938928283152, 125.2001953125 -8.79822545901634, 125.22216796875 -8.79822545901634, 125.22216796875 -8.819938928283152, 125.2001953125 -8.819938928283152))"
31011221020032,Cailaco,None,TLS-ADM2-3_0_0-B16,TLS,ADM2,955.622331,0.5164656891730863,B,B,"POLYGON ((125.2001953125 -8.841651120809134, 125.2001953125 -8.819938928283152, 125.22216796875 -8.819938928283152, 125.22216796875 -8.841651120809134, 125.2001953125 -8.841651120809134))"
31011221020210,Cailaco,None,TLS-ADM2-3_0_0-B16,TLS,ADM2,658.676389,-0.15032036796870785,D,D,"POLYGON ((125.2001953125 -8.863362033551683, 125.2001953125 -8.841651120809134, 125.22216796875 -8.841651120809134, 125.22216796875 -8.863362033551683, 125.2001953125 -8.863362033551683))"
31011220133101,Balibo,None,TLS-ADM2-3_0_0-B17,TLS,ADM2,400.444083,-0.14077246297229543,D,D,"POLYGON ((125.09033203125 -8.950192825865795, 125.09033203125 -8.928487062665495, 125.1123046875 -8.928487062665495, 125.1123046875 -8.950192825865795, 125.09033203125 -8.950192825865795))"
31011220133103,Balibo,None,TLS-ADM2-3_0_0-B17,TLS,ADM2,192.532283,-0.0796275636378281,C,C,"POLYGON ((125.09033203125 -8.971897294083002, 125.09033203125 -8.950192825865795, 125.1123046875 -8.950192825865795, 125.1123046875 -8.971897294083002, 125.09033203125 -8.971897294083002))"
31011220133121,Balibo,None,TLS-ADM2-3_0_0-B17,TLS,ADM2,147.847744,-0.14788900607033692,D,D,"POLYGON ((125.09033203125 -8.993600464280025, 125.09033203125 -8.971897294083002, 125.1123046875 -8.971897294083002, 125.1123046875 -8.993600464280025, 125.09033203125 -8.993600464280025))"
31011220133123,Balibo,None,TLS-ADM2-3_0_0-B17,TLS,ADM2,1918.95048,0.05556848443811169,C,C,"POLYGON ((125.09033203125 -9.015302333420575, 125.09033203125 -8.993600464280025, 125.1123046875 -8.993600464280025, 125.1123046875 -9.015302333420575, 125.09033203125 -9.015302333420575))"
31011220133110,Balibo,None,TLS-ADM2-3_0_0-B17,TLS,ADM2,10.267797,-0.20995866186369216,D,D,"POLYGON ((125.1123046875 -8.950192825865795, 125.1123046875 -8.928487062665495, 125.13427734375 -8.928487062665495, 125.13427734375 -8.950192825865795, 125.1123046875 -8.950192825865795))"
31011220133112,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,609.614444,0.10036796012541625,C,C,"POLYGON ((125.1123046875 -8.971897294083002, 125.1123046875 -8.950192825865795, 125.13427734375 -8.950192825865795, 125.13427734375 -8.971897294083002, 125.1123046875 -8.971897294083002))"
31011220133111,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,14.904072,-0.0145071447477851,C,C,"POLYGON ((125.13427734375 -8.950192825865795, 125.13427734375 -8.928487062665495, 125.15625 -8.928487062665495, 125.15625 -8.950192825865795, 125.13427734375 -8.950192825865795))"
31011220133130,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,225.847282,0.4347035451279792,B,B,"POLYGON ((125.1123046875 -8.993600464280025, 125.1123046875 -8.971897294083002, 125.13427734375 -8.971897294083002, 125.13427734375 -8.993600464280025, 125.1123046875 -8.993600464280025))"
31011220133113,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,219.835062,0.40530033903249496,B,B,"POLYGON ((125.13427734375 -8.971897294083002, 125.13427734375 -8.950192825865795, 125.15625 -8.950192825865795, 125.15625 -8.971897294083002, 125.13427734375 -8.971897294083002))"
31011220133131,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,1270.572138,0.731579266575011,A,A,"POLYGON ((125.13427734375 -8.993600464280025, 125.13427734375 -8.971897294083002, 125.15625 -8.971897294083002, 125.15625 -8.993600464280025, 125.13427734375 -8.993600464280025))"
31011221020222,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,14.021776,-0.035534320742093825,C,C,"POLYGON ((125.15625 -8.928487062665495, 125.15625 -8.906780007520245, 125.17822265625 -8.906780007520245, 125.17822265625 -8.928487062665495, 125.15625 -8.928487062665495))"
31011221022000,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,303.181028,0.5178459427641218,B,B,"POLYGON ((125.15625 -8.950192825865795, 125.15625 -8.928487062665495, 125.17822265625 -8.928487062665495, 125.17822265625 -8.950192825865795, 125.15625 -8.950192825865795))"
31011221022002,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,251.125252,0.4775350190536403,B,B,"POLYGON ((125.15625 -8.971897294083002, 125.15625 -8.950192825865795, 125.17822265625 -8.950192825865795, 125.17822265625 -8.971897294083002, 125.15625 -8.971897294083002))"
31011221022020,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,11.813902,0.3502669009809939,B,B,"POLYGON ((125.15625 -8.993600464280025, 125.15625 -8.971897294083002, 125.17822265625 -8.971897294083002, 125.17822265625 -8.993600464280025, 125.15625 -8.993600464280025))"
31011221022022,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,7.452036,0.40029162649433764,B,B,"POLYGON ((125.15625 -9.015302333420575, 125.15625 -8.993600464280025, 125.17822265625 -8.993600464280025, 125.17822265625 -9.015302333420575, 125.15625 -9.015302333420575))"
31011221022200,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,405.52984,0.4013571201589493,B,B,"POLYGON ((125.15625 -9.037002898469419, 125.15625 -9.015302333420575, 125.17822265625 -9.015302333420575, 125.17822265625 -9.037002898469419, 125.15625 -9.037002898469419))"
31011221020223,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,434.675056,0.7178290926529494,A,A,"POLYGON ((125.17822265625 -8.928487062665495, 125.17822265625 -8.906780007520245, 125.2001953125 -8.906780007520245, 125.2001953125 -8.928487062665495, 125.17822265625 -8.928487062665495))"
31011221022001,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,474.868028,1.3435252144932974,A,A,"POLYGON ((125.17822265625 -8.950192825865795, 125.17822265625 -8.928487062665495, 125.2001953125 -8.928487062665495, 125.2001953125 -8.950192825865795, 125.17822265625 -8.950192825865795))"
31011221022003,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,107.04398,0.4832874551957469,B,B,"POLYGON ((125.17822265625 -8.971897294083002, 125.17822265625 -8.950192825865795, 125.2001953125 -8.950192825865795, 125.2001953125 -8.971897294083002, 125.17822265625 -8.971897294083002))"
31011221022021,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,2112.689207,1.318579116596841,A,A,"POLYGON ((125.17822265625 -8.993600464280025, 125.17822265625 -8.971897294083002, 125.2001953125 -8.971897294083002, 125.2001953125 -8.993600464280025, 125.17822265625 -8.993600464280025))"
31011221022023,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,730.306915,1.0492898865469398,A,A,"POLYGON ((125.17822265625 -9.015302333420575, 125.17822265625 -8.993600464280025, 125.2001953125 -8.993600464280025, 125.2001953125 -9.015302333420575, 125.17822265625 -9.015302333420575))"
31011221022201,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,1438.242948,0.9760162940469529,A,A,"POLYGON ((125.17822265625 -9.037002898469419, 125.17822265625 -9.015302333420575, 125.2001953125 -9.015302333420575, 125.2001953125 -9.037002898469419, 125.17822265625 -9.037002898469419))"
31011221022223,Lolotoe,None,TLS-ADM2-3_0_0-B19,TLS,ADM2,664.621482,0.25393356041540327,C,C,"POLYGON ((125.17822265625 -9.102096738726432, 125.17822265625 -9.080400104155313, 125.2001953125 -9.080400104155313, 125.2001953125 -9.102096738726432, 125.17822265625 -9.102096738726432))"
31011221020212,Cailaco,None,TLS-ADM2-3_0_0-B16,TLS,ADM2,1250.743704,0.7130934365255557,A,A,"POLYGON ((125.2001953125 -8.885071663468977, 125.2001953125 -8.863362033551683, 125.22216796875 -8.863362033551683, 125.22216796875 -8.885071663468977, 125.2001953125 -8.885071663468977))"
31011221020230,Cailaco,None,TLS-ADM2-3_0_0-B16,TLS,ADM2,401.471256,0.09143704995191061,C,C,"POLYGON ((125.2001953125 -8.906780007520245, 125.2001953125 -8.885071663468977, 125.22216796875 -8.885071663468977, 125.22216796875 -8.906780007520245, 125.2001953125 -8.906780007520245))"
31011221020232,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,579.749832,0.7095615020464088,A,A,"POLYGON ((125.2001953125 -8.928487062665495, 125.2001953125 -8.906780007520245, 125.22216796875 -8.906780007520245, 125.22216796875 -8.928487062665495, 125.2001953125 -8.928487062665495))"
31011221022010,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,365.401842,0.9767558565019206,A,A,"POLYGON ((125.2001953125 -8.950192825865795, 125.2001953125 -8.928487062665495, 125.22216796875 -8.928487062665495, 125.22216796875 -8.950192825865795, 125.2001953125 -8.950192825865795))"
31011221022012,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,2687.411665,1.2879754082206045,A,A,"POLYGON ((125.2001953125 -8.971897294083002, 125.2001953125 -8.950192825865795, 125.22216796875 -8.950192825865795, 125.22216796875 -8.971897294083002, 125.2001953125 -8.971897294083002))"
31011221022030,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,8298.378458,1.386477370520316,A,A,"POLYGON ((125.2001953125 -8.993600464280025, 125.2001953125 -8.971897294083002, 125.22216796875 -8.971897294083002, 125.22216796875 -8.993600464280025, 125.2001953125 -8.993600464280025))"
31011221022032,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,2290.021888,1.35174911190105,A,A,"POLYGON ((125.2001953125 -9.015302333420575, 125.2001953125 -8.993600464280025, 125.22216796875 -8.993600464280025, 125.22216796875 -9.015302333420575, 125.2001953125 -9.015302333420575))"
31011221022210,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,55.89027,0.42758377958346666,B,B,"POLYGON ((125.2001953125 -9.037002898469419, 125.2001953125 -9.015302333420575, 125.22216796875 -9.015302333420575, 125.22216796875 -9.037002898469419, 125.2001953125 -9.037002898469419))"
31011221022212,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,197.478954,0.274863140417741,C,B,"POLYGON ((125.2001953125 -9.058702156392119, 125.2001953125 -9.037002898469419, 125.22216796875 -9.037002898469419, 125.22216796875 -9.058702156392119, 125.2001953125 -9.058702156392119))"
31011221022230,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,636.356477,-0.07650668484848232,C,C,"POLYGON ((125.2001953125 -9.080400104155313, 125.2001953125 -9.058702156392119, 125.22216796875 -9.058702156392119, 125.22216796875 -9.080400104155313, 125.2001953125 -9.080400104155313))"
31011221022013,Cailaco,None,TLS-ADM2-3_0_0-B16,TLS,ADM2,1381.803363,0.8732491268362328,A,A,"POLYGON ((125.22216796875 -8.971897294083002, 125.22216796875 -8.950192825865795, 125.244140625 -8.950192825865795, 125.244140625 -8.971897294083002, 125.22216796875 -8.971897294083002))"
31011221022031,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,3311.657065,1.5342582993179423,A,A,"POLYGON ((125.22216796875 -8.993600464280025, 125.22216796875 -8.971897294083002, 125.244140625 -8.971897294083002, 125.244140625 -8.993600464280025, 125.22216796875 -8.993600464280025))"
31011221022033,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,2350.432098,1.2970994838037433,A,A,"POLYGON ((125.22216796875 -9.015302333420575, 125.22216796875 -8.993600464280025, 125.244140625 -8.993600464280025, 125.244140625 -9.015302333420575, 125.22216796875 -9.015302333420575))"
31011221022213,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,676.557973,0.20848336503916187,C,C,"POLYGON ((125.22216796875 -9.058702156392119, 125.22216796875 -9.037002898469419, 125.244140625 -9.037002898469419, 125.244140625 -9.058702156392119, 125.22216796875 -9.058702156392119))"
31011221022231,Bobonaro,None,TLS-ADM2-3_0_0-B20,TLS,ADM2,21.571406,-0.3243945951824797,E,E,"POLYGON ((125.22216796875 -9.080400104155313, 125.22216796875 -9.058702156392119, 125.244140625 -9.058702156392119, 125.244140625 -9.080400104155313, 125.22216796875 -9.080400104155313))"
31011221022102,Cailaco,None,TLS-ADM2-3_0_0-B16,TLS,ADM2,21.032664,0.2941249442336313,C,B,"POLYGON ((125.244140625 -8.971897294083002, 125.244140625 -8.950192825865795, 125.26611328125 -8.950192825865795, 125.26611328125 -8.971897294083002, 125.244140625 -8.971897294083002))"
31011221022120,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,7.010888,0.4383075441720902,B,B,"POLYGON ((125.244140625 -8.993600464280025, 125.244140625 -8.971897294083002, 125.26611328125 -8.971897294083002, 125.26611328125 -8.993600464280025, 125.244140625 -8.993600464280025))"
31011221022122,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,38.559884,0.663814588355485,B,A,"POLYGON ((125.244140625 -9.015302333420575, 125.244140625 -8.993600464280025, 125.26611328125 -8.993600464280025, 125.26611328125 -9.015302333420575, 125.244140625 -9.015302333420575))"
31011221022320,Bobonaro,None,TLS-ADM2-3_0_0-B20,TLS,ADM2,377.134536,0.12328382983599408,C,C,"POLYGON ((125.244140625 -9.080400104155313, 125.244140625 -9.058702156392119, 125.26611328125 -9.058702156392119, 125.26611328125 -9.080400104155313, 125.244140625 -9.080400104155313))"
31011221022103,Cailaco,None,TLS-ADM2-3_0_0-B16,TLS,ADM2,141.150825,0.05404263378433155,C,C,"POLYGON ((125.26611328125 -8.971897294083002, 125.26611328125 -8.950192825865795, 125.2880859375 -8.950192825865795, 125.2880859375 -8.971897294083002, 125.26611328125 -8.971897294083002))"
31011221022121,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,150.734092,0.3538526984999318,B,B,"POLYGON ((125.26611328125 -8.993600464280025, 125.26611328125 -8.971897294083002, 125.2880859375 -8.971897294083002, 125.2880859375 -8.993600464280025, 125.26611328125 -8.993600464280025))"
31011221022123,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,246.300136,0.70269891160635,A,A,"POLYGON ((125.26611328125 -9.015302333420575, 125.26611328125 -8.993600464280025, 125.2880859375 -8.993600464280025, 125.2880859375 -9.015302333420575, 125.26611328125 -9.015302333420575))"
31011221022301,Bobonaro,None,TLS-ADM2-3_0_0-B20,TLS,ADM2,46.794912,0.3570276089425488,B,B,"POLYGON ((125.26611328125 -9.037002898469419, 125.26611328125 -9.015302333420575, 125.2880859375 -9.015302333420575, 125.2880859375 -9.037002898469419, 125.26611328125 -9.037002898469419))"
31011221022303,Bobonaro,None,TLS-ADM2-3_0_0-B20,TLS,ADM2,711.314396,1.1301418426019731,A,A,"POLYGON ((125.26611328125 -9.058702156392119, 125.26611328125 -9.037002898469419, 125.2880859375 -9.037002898469419, 125.2880859375 -9.058702156392119, 125.26611328125 -9.058702156392119))"
31011221022130,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,145.40042,-0.06920264983355359,C,C,"POLYGON ((125.2880859375 -8.993600464280025, 125.2880859375 -8.971897294083002, 125.31005859375 -8.971897294083002, 125.31005859375 -8.993600464280025, 125.2880859375 -8.993600464280025))"
31011221022132,Maliana,None,TLS-ADM2-3_0_0-B15,TLS,ADM2,133.206872,0.19907670502555763,C,C,"POLYGON ((125.2880859375 -9.015302333420575, 125.2880859375 -8.993600464280025, 125.31005859375 -8.993600464280025, 125.31005859375 -9.015302333420575, 125.2880859375 -9.015302333420575))"
31011221022310,Bobonaro,None,TLS-ADM2-3_0_0-B20,TLS,ADM2,610.716568,1.2438145944143542,A,A,"POLYGON ((125.2880859375 -9.037002898469419, 125.2880859375 -9.015302333420575, 125.31005859375 -9.015302333420575, 125.31005859375 -9.037002898469419, 125.2880859375 -9.037002898469419))"
31011221022131,Bobonaro,None,TLS-ADM2-3_0_0-B20,TLS,ADM2,1208.227265,1.116791385957748,A,A,"POLYGON ((125.31005859375 -8.993600464280025, 125.31005859375 -8.971897294083002, 125.33203125 -8.971897294083002, 125.33203125 -8.993600464280025, 125.31005859375 -8.993600464280025))"
31011221022133,Bobonaro,None,TLS-ADM2-3_0_0-B20,TLS,ADM2,723.58286,1.1497828106601384,A,A,"POLYGON ((125.31005859375 -9.015302333420575, 125.31005859375 -8.993600464280025, 125.33203125 -8.993600464280025, 125.33203125 -9.015302333420575, 125.31005859375 -9.015302333420575))"
31011220311303,Fohorem,None,TLS-ADM2-3_0_0-B23,TLS,ADM2,88.10089,-0.3014103187313526,E,E,"POLYGON ((125.09033203125 -9.232248799418686, 125.09033203125 -9.210560107629682, 125.1123046875 -9.210560107629682, 125.1123046875 -9.232248799418686, 125.09033203125 -9.232248799418686))"
31011220311321,Fohorem,None,TLS-ADM2-3_0_0-B23,TLS,ADM2,443.346906,-0.15258937073704706,D,D,"POLYGON ((125.09033203125 -9.253936156814456, 125.09033203125 -9.232248799418686, 125.1123046875 -9.232248799418686, 125.1123046875 -9.253936156814456, 125.09033203125 -9.253936156814456))"
31011220311323,Fohorem,None,TLS-ADM2-3_0_0-B23,TLS,ADM2,218.532264,-0.43144684860999033,E,E,"POLYGON ((125.09033203125 -9.275622176792112, 125.09033203125 -9.253936156814456, 125.1123046875 -9.253936156814456, 125.1123046875 -9.275622176792112, 125.09033203125 -9.275622176792112))"
31011220313101,Fohorem,None,TLS-ADM2-3_0_0-B23,TLS,ADM2,398.36604,0.5674032421822796,B,B,"POLYGON ((125.09033203125 -9.297306856327593, 125.09033203125 -9.275622176792112, 125.1123046875 -9.275622176792112, 125.1123046875 -9.297306856327593, 125.09033203125 -9.297306856327593))"
31011220311310,Fatululic,None,TLS-ADM2-3_0_0-B21,TLS,ADM2,280.028621,0.13733422792589692,C,C,"POLYGON ((125.1123046875 -9.210560107629682, 125.1123046875 -9.188870084473416, 125.13427734375 -9.188870084473416, 125.13427734375 -9.210560107629682, 125.1123046875 -9.210560107629682))"
31011220311330,Fohorem,None,TLS-ADM2-3_0_0-B23,TLS,ADM2,130.174106,-0.2456287610716502,D,D,"POLYGON ((125.1123046875 -9.253936156814456, 125.1123046875 -9.232248799418686, 125.13427734375 -9.232248799418686, 125.13427734375 -9.253936156814456, 125.1123046875 -9.253936156814456))"
31011220311331,Fohorem,None,TLS-ADM2-3_0_0-B23,TLS,ADM2,627.460652,-0.35001325434424563,E,E,"POLYGON ((125.13427734375 -9.253936156814456, 125.13427734375 -9.232248799418686, 125.15625 -9.232248799418686, 125.15625 -9.253936156814456, 125.13427734375 -9.253936156814456))"
31011221200202,Fohorem,None,TLS-ADM2-3_0_0-B23,TLS,ADM2,101.704934,-0.38591069059868227,E,E,"POLYGON ((125.15625 -9.232248799418686, 125.15625 -9.210560107629682, 125.17822265625 -9.210560107629682, 125.17822265625 -9.232248799418686, 125.15625 -9.232248799418686))"
31011221200220,Fohorem,None,TLS-ADM2-3_0_0-B23,TLS,ADM2,82.742064,-0.3217472194139978,E,E,"POLYGON ((125.15625 -9.253936156814456, 125.15625 -9.232248799418686, 125.17822265625 -9.232248799418686, 125.17822265625 -9.253936156814456, 125.15625 -9.253936156814456))"
31011221200222,Fohorem,None,TLS-ADM2-3_0_0-B23,TLS,ADM2,27.580688,-0.32525969084110296,E,E,"POLYGON ((125.15625 -9.275622176792112, 125.15625 -9.253936156814456, 125.17822265625 -9.253936156814456, 125.17822265625 -9.275622176792112, 125.15625 -9.275622176792112))"
31011221202001,Suai,None,TLS-ADM2-3_0_0-B25,TLS,ADM2,10.227016,0.08108714305361435,C,C,"POLYGON ((125.17822265625 -9.297306856327593, 125.17822265625 -9.275622176792112, 125.2001953125 -9.275622176792112, 125.2001953125 -9.297306856327593, 125.17822265625 -9.297306856327593))"
31011220311133,Fatululic,None,TLS-ADM2-3_0_0-B21,TLS,ADM2,251.159691,0.3422652805359882,B,B,"POLYGON ((125.13427734375 -9.188870084473416, 125.13427734375 -9.167178732976668, 125.15625 -9.167178732976668, 125.15625 -9.188870084473416, 125.13427734375 -9.188870084473416))"
31011220311311,Fatululic,None,TLS-ADM2-3_0_0-B21,TLS,ADM2,28.86893,0.06506246956518573,C,C,"POLYGON ((125.13427734375 -9.210560107629682, 125.13427734375 -9.188870084473416, 125.15625 -9.188870084473416, 125.15625 -9.210560107629682, 125.13427734375 -9.210560107629682))"
31011221200022,Fatululic,None,TLS-ADM2-3_0_0-B21,TLS,ADM2,908.40717,0.4132908870359755,B,B,"POLYGON ((125.15625 -9.188870084473416, 125.15625 -9.167178732976668, 125.17822265625 -9.167178732976668, 125.17822265625 -9.188870084473416, 125.15625 -9.188870084473416))"
31011221200200,Fatululic,None,TLS-ADM2-3_0_0-B21,TLS,ADM2,140.663344,0.6057276627697994,B,B,"POLYGON ((125.15625 -9.210560107629682, 125.15625 -9.188870084473416, 125.17822265625 -9.188870084473416, 125.17822265625 -9.210560107629682, 125.15625 -9.210560107629682))"
31011221200023,Maucatar,None,TLS-ADM2-3_0_0-B24,TLS,ADM2,35.791954,-0.0877376947917389,C,C,"POLYGON ((125.17822265625 -9.188870084473416, 125.17822265625 -9.167178732976668, 125.2001953125 -9.167178732976668, 125.2001953125 -9.188870084473416, 125.17822265625 -9.188870084473416))"
31011221200201,Fatululic,None,TLS-ADM2-3_0_0-B21,TLS,ADM2,114.288967,-0.007357839299905989,C,C,"POLYGON ((125.17822265625 -9.210560107629682, 125.17822265625 -9.188870084473416, 125.2001953125 -9.188870084473416, 125.2001953125 -9.210560107629682, 125.17822265625 -9.210560107629682))"
31011221200203,Fatululic,None,TLS-ADM2-3_0_0-B21,TLS,ADM2,70.331672,-0.3852278551231252,E,E,"POLYGON ((125.17822265625 -9.232248799418686, 125.17822265625 -9.210560107629682, 125.2001953125 -9.210560107629682, 125.2001953125 -9.232248799418686, 125.17822265625 -9.232248799418686))"
31011221202010,Maucatar,None,TLS-ADM2-3_0_0-B24,TLS,ADM2,78.229032,0.1796180497437526,C,C,"POLYGON ((125.2001953125 -9.297306856327593, 125.2001953125 -9.275622176792112, 125.22216796875 -9.275622176792112, 125.22216796875 -9.297306856327593, 125.2001953125 -9.297306856327593))"
31011221202030,Suai,None,TLS-ADM2-3_0_0-B25,TLS,ADM2,1636.32256,0.7314560465246163,A,A,"POLYGON ((125.2001953125 -9.340672181980946, 125.2001953125 -9.318990192397923, 125.22216796875 -9.318990192397923, 125.22216796875 -9.340672181980946, 125.2001953125 -9.340672181980946))"
31011221202011,Maucatar,None,TLS-ADM2-3_0_0-B24,TLS,ADM2,961.625602,0.7368122291858925,A,A,"POLYGON ((125.22216796875 -9.297306856327593, 125.22216796875 -9.275622176792112, 125.244140625 -9.275622176792112, 125.244140625 -9.297306856327593, 125.22216796875 -9.297306856327593))"
31011221202013,Suai,None,TLS-ADM2-3_0_0-B25,TLS,ADM2,81.816128,0.6668546246527464,B,A,"POLYGON ((125.22216796875 -9.318990192397923, 125.22216796875 -9.297306856327593, 125.244140625 -9.297306856327593, 125.244140625 -9.318990192397923, 125.22216796875 -9.318990192397923))"
31011221202031,Suai,None,TLS-ADM2-3_0_0-B25,TLS,ADM2,1370.420144,1.2926476584901092,A,A,"POLYGON ((125.22216796875 -9.340672181980946, 125.22216796875 -9.318990192397923, 125.244140625 -9.318990192397923, 125.244140625 -9.340672181980946, 125.22216796875 -9.340672181980946))"
31011221202033,Suai,None,TLS-ADM2-3_0_0-B25,TLS,ADM2,244.135639,0.4941817331544653,B,B,"POLYGON ((125.22216796875 -9.362352822055612, 125.22216796875 -9.340672181980946, 125.244140625 -9.340672181980946, 125.244140625 -9.362352822055612, 125.22216796875 -9.362352822055612))"
31011221200302,Maucatar,None,TLS-ADM2-3_0_0-B24,TLS,ADM2,12.896206,-0.3517902837587382,E,E,"POLYGON ((125.244140625 -9.232248799418686, 125.244140625 -9.210560107629682, 125.26611328125 -9.210560107629682, 125.26611328125 -9.232248799418686, 125.244140625 -9.232248799418686))"
31011221202100,Maucatar,None,TLS-ADM2-3_0_0-B24,TLS,ADM2,488.355168,0.5403704062573549,B,B,"POLYGON ((125.244140625 -9.297306856327593, 125.244140625 -9.275622176792112, 125.26611328125 -9.275622176792112, 125.26611328125 -9.297306856327593, 125.244140625 -9.297306856327593))"
31011221202102,Suai,None,TLS-ADM2-3_0_0-B25,TLS,ADM2,8129.201058000001,1.5329537299231961,A,A,"POLYGON ((125.244140625 -9.318990192397923, 125.244140625 -9.297306856327593, 125.26611328125 -9.297306856327593, 125.26611328125 -9.318990192397923, 125.244140625 -9.318990192397923))"
31011221202120,Suai,None,TLS-ADM2-3_0_0-B25,TLS,ADM2,3088.234252,1.407736371600461,A,A,"POLYGON ((125.244140625 -9.340672181980946, 125.244140625 -9.318990192397923, 125.26611328125 -9.318990192397923, 125.26611328125 -9.340672181980946, 125.244140625 -9.340672181980946))"
31011221202122,Suai,None,TLS-ADM2-3_0_0-B25,TLS,ADM2,753.929379,0.766608010068138,A,A,"POLYGON ((125.244140625 -9.362352822055612, 125.244140625 -9.340672181980946, 125.26611328125 -9.340672181980946, 125.26611328125 -9.362352822055612, 125.244140625 -9.362352822055612))"
31011221200321,Maucatar,None,TLS-ADM2-3_0_0-B24,TLS,ADM2,6.448103,0.07315538137368803,C,C,"POLYGON ((125.26611328125 -9.253936156814456, 125.26611328125 -9.232248799418686, 125.2880859375 -9.232248799418686, 125.2880859375 -9.253936156814456, 125.26611328125 -9.253936156814456))"
31011221202101,Maucatar,None,TLS-ADM2-3_0_0-B24,TLS,ADM2,52.86006,0.5291653369742135,B,B,"POLYGON ((125.26611328125 -9.297306856327593, 125.26611328125 -9.275622176792112, 125.2880859375 -9.275622176792112, 125.2880859375 -9.297306856327593, 125.26611328125 -9.297306856327593))"
31011221202103,Suai,None,TLS-ADM2-3_0_0-B25,TLS,ADM2,4077.462626,1.5292936391043996,A,A,"POLYGON ((125.26611328125 -9.318990192397923, 125.26611328125 -9.297306856327593, 125.2880859375 -9.297306856327593, 125.2880859375 -9.318990192397923, 125.26611328125 -9.318990192397923))"
31011221202121,Suai,None,TLS-ADM2-3_0_0-B25,TLS,ADM2,1659.36151,1.2749720072011406,A,A,"POLYGON ((125.26611328125 -9.340672181980946, 125.26611328125 -9.318990192397923, 125.2880859375 -9.318990192397923, 125.2880859375 -9.340672181980946, 125.26611328125 -9.340672181980946))"
31011221202123,Suai,None,TLS-ADM2-3_0_0-B25,TLS,ADM2,2261.788137,0.9728783548576462,A,A,"POLYGON ((125.26611328125 -9.362352822055612, 125.26611328125 -9.340672181980946, 125.2880859375 -9.340672181980946, 125.2880859375 -9.362352822055612, 125.26611328125 -9.362352822055612))"
